Position,Artist,Song Title,Year,Lyrics
43,MC Hammer,U Can't Touch This,1990,"can't touch this
can't touch this
can't touch this
(Oh-oh oh oh oh-oh-oh)
can't touch this
(Oh-oh oh oh oh-oh-oh)
My, my, my, my

Music hits me so hard
Makes me say ""Oh my Lord!""
Thank you for blessing me
With a mind to rhyme and two hyped feet
It feels good when you know you're down
A superdope homeboy from the Oaktown
And I'm known as such
And this is a beat, uh, you can't touch
I told you homeboy, you can't touch this

Yeah, that's how we livin' and ya know
You can't touch this
Look in my eyes man, you can't touch this
Yo let me bust the funky lyrics, you can't touch this
Fresh new kicks and pants

You got it like that now you know wanna dance
So move out of your seat
And get a fly girl and catch this beat
While it's rollin'. Hold on
Pump a little bit and let them know it's going on
Like that, like that
Cold on a mission so fall on back
Let 'em know that you're too much
And this is a beat, uh, they can't touch
Yo I told you, you can't touch this

Why you standing there man, you can't touch this
Yo sound the bell school is in, sucker
You can't touch this
Give me a song or rhythm

Making no sweat that's what I'm giving 'em
So now they know
You talk about the Hammer when you're talking 'bout a show
That's hyped and tight
Singers are sweatin' so pass them a wipe
Or a tape to learn
What it's gonna take in the 90's to burn
The charts legit
Either work hard or you might as well quit
That's word because you know

You can't touch this
You can't touch this
Break it down!
(Oh-oh-oh-oh-oh-oh-oh-oh-oh)
(Oh-oh-oh-oh-oh-oh-oh-oh-oh)
Stop! Hammer time!
Go with the flow. It is said

If you can't groove to this then you probably are dead
So wave your hands in the air
Bust a few moves run your fingers through your hair
This is it for a winner
Dance to this and you're gonna get thinner
Now move slide your rump
Just for a minute let's all do the bump
Bump bump bump

Yeah, you can't touch this
Look man, you can't touch this
You'll probably get hyped boy 'cause you know you can't, you can't touch this
Ring the bell school's back in, break it down!
(Oh-oh-oh-oh-oh-oh-oh-oh-oh)
(Oh-oh-oh-oh-oh-oh-oh-oh-oh)
Stop! Hammer time!
You can't touch this

You can't touch this
You can't touch this
Break it down!
(Oh-oh-oh-oh-oh-oh-oh-oh-oh)
(Oh-oh-oh-oh-oh-oh-oh-oh-oh)
Stop! Hammer time!
Every time you see me

That Hammer's just so hype
I'm dope on the floor
And I'm magic on the mic
Now why would I ever
Stop doing this?
With others makin' records
That just don't hit
I toured around the world
From London to The Bay
It's ""Hammer. Go Hammer. MC Hammer. Yo Hammer!""
And the rest can go and play
You can't touch this
You can't touch this
You can't touch this
Yeah, Y' can't touch this
I told you, can't touch this
Too hype. Can't touch this
Yo get me outta here, you can't touch this
(Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh)"
44,The Backstreet Boys,I Want it That Way,1999,We do not have the lyrics for I Want It That Way (Karaoke Version) [In the Style of Backstreet Boys] yet.
45,Celine Dion,Because You Loved Me,1996,"For all those times you stood by me
For all the truth that you made me see
For all the joy you brought to my life
For all the wrong that you made right

For every dream you made come true
For all the love I found in you
I'll be forever thankful, baby
You're the one who held me up, never let me fall
You're the one who saw me through through it all

You were my strength when I was weak
You were my voice when I couldn't speak
You were my eyes when I couldn't see
You saw the best there was in me

Lifted me up when I couldn't reach
You gave me faith 'cause you believed
I'm everything I am
Because you loved me

You gave me wings and made me fly
You touched my hand I could touch the sky
I lost my faith, you gave it back to me
You said no star was out of reach

You stood by me and I stood tall
I had your love, I had it all
I'm grateful for each day you gave me
Maybe I don't know that much
But I know this much is true
I was blessed because I was loved by you

You were my strength when I was weak
You were my voice when I couldn't speak
You were my eyes when I couldn't see
You saw the best there was in me

Lifted me up when I couldn't reach
You gave me faith 'cause you believed
I'm everything I am
Because you loved me

You were always there for me
The tender wind that carried me
A light in the dark shining your love into my life
You've been my inspiration
Through the lies you were the truth
My world is a better place because of you

You were my strength when I was weak
You were my voice when I couldn't speak
You were my eyes when I couldn't see
You saw the best there was in me

Lifted me up when I couldn't reach
You gave me faith 'cause you believed
I'm everything I am
Because you loved me"
46,Toni Braxton,Un-Break My Heart,1996,"Don't leave me in all this pain
Don't leave me out in the rain
Come back and bring back my smile

Come and take these tears away
I need your arms to hold me now, the nights are so unkind
Bring back those nights when I held you beside me

Unbreak my heart
Say you'll love me again
Undo this hurt you caused
When you walked out the door

And walked outta my life
Uncry these tears
I cried so many nights
Unbreak my heart, my heart

Take back that sad word good bye
Bring back the joy to my life
Don't leave me here with these tears

Come and kiss this pain away
I can't forget the day you left, time is so unkind
And life is so cruel without you here beside me

Unbreak my heart
Say you'll love me again
Undo this hurt you caused
When you walked out the door

And walked outta my life
Uncry these tears
I cried so many nights
Unbreak my heart, my heart

Ohh, oh, don't leave me in all this pain
Don't leave me out in the rain
Bring back the nights when I held you beside me

Unbreak my heart
Say you'll love me again
Undo this hurt you caused
When you walked out the door

And walked outta my life
Uncry these tears
I cried so many nights
Unbreak my heart, my heart

Unbreak my, unbreak my heart, oh baby
Come back and say you love me
Unbreak my heart, sweet darlin'
Without you I just can't go on, can't go on"
47,Savage Garden,Truly Madly Deeply,1998,"I'll be your dream, I'll be your wish
I'll be your fantasy
I'll be your hope, I'll be your love
Be everything that you need
I'll love you more with every breath
Truly, madly, deeply do

I will be strong, I will be faithful
'Cause I'm counting on
A new beginnin'
A reason for livin'
A deeper meanin', yea

And I want to stand with you on a mountain
I want to bathe with you in the sea
I want to lay like this forever
Until the sky falls down on me

And when my stars are shinin' brightly in the velvet sky
I'll make a wish to send it to Heaven
Then make you want to cry
The tears of joy for all the pleasure in the certainty
That we're surrounded by the comfort and protection of
The highest powers in lonely hours
   (Lonely hours)
The tears devour you

And I want to stand with you on a mountain
I want to bathe with you in the sea
I want to lay like this forever
Until the sky falls down on me

Oh can't you see it baby?
You don't have to close your eyes
'Cause it's standin' right before you
All that you need will surely come
Uhh hu yea

I'll be your dream, I'll be your wish
I'll be your fantasy
I'll be your hope, I'll be your love
Be everything that you need
I'll love you more with every breath
Truly, madly, deeply do
  (I love you)
Huh huh

I want to stand with you on a mountain
I want to bathe with you in the sea
I want to lay like this forever
Until the sky falls down on me

And I want to stand with you on a mountain
I want to bathe with you in the sea
Well I want to live like this forever
Until the sky falls down on me

Huh huh uhh
Yea uhh huh
La la la duh duh huh
La la la duh duh huh
Uhh hu"
48,TLC,Waterfalls,1995,"A lonely mother gazing out of her window
Staring at a son that she just can't touch.
If at any time he's in a jam she'll be by his side
But he doesn't realize he hurts her so much.
But all the praying just ain't helping at all
'Cause he can't seem to keep his self out of trouble.
So, he goes out and he makes his money the best way he know how
Another body laying cold in the gutter.
Listen to me.

Don't go chasing waterfalls.
Please stick to the rivers and the lakes that you're used to.
I know that you're gonna have it your way or nothing at all

But I think you're moving too fast.

Little precious has a natural obsession for temptation
But he just can't see.
She give him loving that his body can't handle
But all he can say is, ""Baby, it's good to me.""
One day he goes and takes a glimpse in the mirror
But he doesn't recognize his own face.
His health is fading and he doesn't know why.

Three letters took him to his final resting place.
Y'all don't hear me.

Don't go chasing waterfalls.

Please stick to the rivers and the lakes that you're used to.
I know that you're gonna have it your way or nothing at all
But I think you're moving too fast.

Don't go chasing waterfalls.
Please stick to the rivers and the lakes that you're used to.
I know that you're gonna have it your way or nothing at all
But I think you're moving too fast.
I seen rainbow yesterday
But too many storms have come and gone
Leavin' a trace of not on God-given ray
Is it because my life is ten shades of gray
I pray all ten fade away
Seldom praise Him for the sunny days
And like his promise is true
Only my faith can undo
The many chances I blew
To bring my life to anew
Clear blue and unconditional skies
Have dried the tears from my eyes
No more lonely cries
My only bleedin' hope
Is for the folk who can't cope
Wit such an endurin' pain
That it keeps 'em in the pourin' rain
Who's to blame
For tootin' caine in your own vein
What a shame
You shoot and aim for someone else's brain

You claim the insane
And name this day in time
For fallin prey to crime
I say the system got you victim to your own mind

Dreams are hopeless aspirations
In hopes of comin' true
Believe in yourself
The rest is up to me and you

Don't go chasing waterfalls.
Please stick to the rivers and the lakes that you're used to.
I know that you're gonna have it your way or nothing at all
But I think you're moving too fast.
Don't go chasing waterfalls.
Please stick to the rivers and the lakes that you're used to.
I know that you're gonna have it your way or nothing at all
But I think you're moving too fast."
49,Roxette,It Must Have Been Love,1990,"It must have been love but it's over now

Lay a whisper on my pillow
Leave the winter on the ground
I wake up lonely, there's air of silence
In the bedroom and all around

Touch me now, I close my eyes
And dream away

It must have been love but it's over now
It must have been good but I lost it somehow
It must have been love but it's over now
From the moment we touched till the time had run out

Make believing we're together
That I'm sheltered by your heart
But in and outside, I turned to water
Like a teardrop in your palm

And it's a hard winter's day
I dream away

It must have been love but it's over now
It was all that I wanted, now, I'm living without
It must have been love but it's over now
It's where the water flows, it's where the wind blows

It must have been love but it's over now
It must have been good but I lost it somehow
It must have been love but it's over now
From the moment we touched till the time had run out

Yeah, it must have been love but it's over now
It was all that I wanted, now, I'm living without
It must have been love but it's over now
It's where the water flows, it's where the wind blows

It must have been love but it's over now
It must have been love but it's over now"
50,Mariah Carey,Fantasy,1995,"Oh yeah
Oh

Shoe do do do do do do do
Shoe do do do do do do yeah
Shoe do do do do do do do
Shoe do do do do do do yeah

Shoe do do do do do do do
Shoe do do do do do do yeah
Shoe do do do do do do do
Shoe do do do do do do yeah

Oh, when you walk by every night
Talking sweet and looking fine
I get kinda hectic inside

Mmm baby, I'm so into you
Darling, if you only knew
All the things that flow through my mind

But it's just a sweet, sweet fantasy, baby
When I close my eyes
You come and you take me on and on and on
It's so deep in my daydreams
But it's just a sweet, sweet fantasy, baby

Shoe do do do do do do do
Shoe do do do do do do yeah
Shoe do do do do do do do
Shoe do do do do do do yeah

Shoe do do do do do do do
Shoe do do do do do do yeah
Shoe do do do do do do do
Shoe do do do do do do yeah

Images of rapture
Creep into me slowly
As you're going to my head

And my heart beats faster
When you take me over
Time and time and time again

But it's just a sweet, sweet fantasy, baby
When I close my eyes
You come and you take me on and on and on
It's so deep in my daydreams
But it's just a sweet, sweet fantasy, baby

Shoe do do do do do do do
Shoe do do do do do do yeah
Shoe do do do do do do do
Shoe do do do do do do yeah

Shoe do do do do do do do
Shoe do do do do do do yeah
Shoe do do do do do do do
Shoe do do do do do do yeah

It's just a sweet, sweet fantasy, baby
When I close my eyes
You come and you take me on and on and on
It's so deep in my daydreams
But it's just a sweet, sweet fantasy, baby

I'm in heaven
With my boyfriend, my laughing boyfriend
There's no beginning and there is no end
Feels like I'm dreaming but I'm not sleeping

It's just a sweet, sweet fantasy, baby
When I close my eyes
You come and you take me on and on and on
It's so deep in my daydreams
But it's just a sweet, sweet fantasy, baby

Sweet, sweet fantasy, baby
When I close my eyes
You come and you take me on and on and on
It's so deep in my daydreams
But it's just a sweet, sweet fantasy, baby

Sweet, sweet fantasy, baby
Sweet, sweet fantasy, baby

Shoe do do do do do do do"
51,Eric Clapton,Tears in Heaven,1992,"Would you know my name
If I saw you in heaven?
Would it be the same
If I saw you in heaven?
I must be strong
And carry on
'Cause I know I don't belong
Here in heaven
Would you hold my hand
If I saw you in heaven?
Would you help me stand
If I saw you in heaven?
I'll find my way
Through night and day
'Cause I know I just can't stay
Here in heaven
Time can bring you down
Time can bend your knees
Time can break your heart
Have you begging please
Begging please
Beyond the door
There's peace, I'm sure
And I know there'll be no more
Tears in heaven
Would you know my name
If I saw you in heaven?
Would it be the same
If I saw you in heaven?
I must be strong
And carry on
'Cause I know I don't belong
Here in heaven"
52,Will Smith,Men in Black,1997,"Ooh.
Here come the men in black
here come the men in black
they won´t let you remember
Na na na

the good guys dress in black remember that
just in case we ever face to face nd make contact
the title held by me MiB
means what you think you saw you did not see
so don´t blink be
what was dead is now going
black suit with the black ray bans on
walk in shadow move in silence
guard against extra-terrestrial voilence
but yo we ain´t on no government list
we straight don´t exist
no names and no fingerprints
saw something strange watch your back
'cause you never quite know
where the MiBs is at uh ah
Here come the men in black

galaxy defenders
here come the men in black
they won't let you remember
Uh uh uh uh now

from the deepest of the darkest of night
on the horizon
bright light into sight tight
camera zoom on the impending doom
but then like boom
black suits fill the room up
with a quickness talk with the witnesses
hypnotizer neuralyzer
vivid memories turn to fantasies
ain't no MiBs can I please
do what we say
that's the way we kick it
yea me or see the noisy cricket
get wicked on ya
we're your first last and only line of defense
against the worst scum of the universe
so don't fear us cheer us
if you ever get near us don't jeer us
we're fearless
MiBs freezing up all the flack

(what's that stand for)
men in black uh ah
The men in black

the men in black
Let me see you just bounce it with me

just bounce with me just bounce it with me
come on let me see you just slide with me
just slide with me just slide with me
come on let me see you take a walk with me
just walk it with me take a walk with me
come on make your neck work
now freeze
Ohh

Here come the men in black
galaxy defenders
here come the men in black
they won't let you remember
Alright check it let me tell you this in closing

I know we might seem imposing
but trust me if we ever show in your section
believe me it's for your own protection
'cause we see things that you need not see
and we be places that you need not be
so go with your life forget that Roswell crap
show love to the black suit
'cause that's the men in that's the men in
Here come the men in black
galaxy defenders
here come the men in black
they won't let you remember
Here come the men in black
galaxy defenders
here come the men in black
they won't let you remember"
53,Wet Wet Wet,Love is All Around,1994,"I feel it in my fingers
I feel it in my toes
Love is all around me
And so the feeling grows

It's written on the wind
It's everywhere I go, oh yes, it is
So if you really love me
Come on and let it show, oh

You know, I love you, I always will
My mind's made up
By the way that I feel
There's no beginning
There'll be no end
'Cause on my love you can depend

I see your face before me
As I lay on my bed
I kinda get to thinking
Of all the things you said, oh yes I did

You gave your promise to me
And I gave mine to you
I need someone beside me
In everything and I do, oh yes I do

You know, I love you, I always will
My mind's made up by the
Way that I feel
There's no beginning
There'll be no end
'Cause on my love you can depend

Got to keep it movin'
Ooh, it's written in the wind
Oh, everywhere I go, yeah, ooh well
So if you really love me, love me, love me
Come on and let it show

Come on and let it show
(Come on and let it)
(Come on and let it)
Come and let it show, baby
(Come on and let it)
Come on, come on, come on let it show, baby
(Come on and let it)
(Come on and let it)
Come on and let it show
Come on and let it show, baby
Come on and let it show"
54,Michael Jackson,You Are Not Alone,1995,"Another day has gone, I'm still all alone
How could this be you're not here with me
You never said goodbye, someone tell me why
Did you have to go and leave my world so cold?

Everyday I sit and ask myself
How did love slip away
Something whispers in my ear and says

That you are not alone, for I am here with you
Though you're far away, I am here to stay
But you are not alone, for I am here with you
Though we're far apart, you're always in my heart
But you are not alone

'Lone, 'lone, why, 'lone

Just the other night, I thought I heard you cry
Asking me to come and hold you in my arms
I can hear your prayers, your burdens I will bear
But first I need your hand then forever can begin

Everyday I sit and ask myself
How did love slip away
Something whispers in my ear and says

That you are not alone, for I am here with you
Though you're far away, I am here to stay
But you are not alone, for I am here with you
Though we're far apart, you're always in my heart
For you are not alone

Oh whisper three words and I'll come runnin'
And I, and girl you know that I'll be there, I'll be there

You are not alone, for I am here with you
Though you're far away, I am here to stay
You are not alone, for I am here with you
Though we're far apart, you're always in my heart

You are not alone, for I am here with you
  (You are not alone)
  (I am here with you)
Though you're far away, I am here to stay
  (Though you're far away)
  (You and me)
For you are not alone, for I am here with you
  (You are always in my heart)
Though we're far apart, you're always in my heart"
55,Christina Aguilera,Genie in a Bottle,1999,"I feel like I've been locked up tight
For a century of lonely nights
Waiting for someone to release me

You're licking your lips and blowing kisses my way
But that don't mean I'm gonna give it away
Baby, baby, baby
  (Baby, baby, baby)

My body is saying let's go
But my heart is saying no

If you wanna be with me, baby there's a price to pay
I'm a genie in a bottle, you gotta rub me the right way
If you wanna be with me, I can make your wish come true
You gotta make a big impression, I gotta like what you do

I'm a genie in a bottle baby, you gotta rub me the right way honey
I'm a genie in a bottle baby, come, come, come on and let me out

The music's fading and the lights down low
Just one more dance and then were good to go
Waiting for someone who needs me

Hormones racing at the speed of light
But that don't mean it's gotta be tonight
Baby, baby, baby
  (Baby, baby, baby)

My body is saying let's go
But my heart is saying no
  (But my heart is saying no)

If you wanna be with me, baby there's a price to pay
I'm a genie in a bottle, you gotta rub me the right way
  (I'm a genie in a bottle)
If you wanna be with me, I can make your wish come true
  (Wish come true)
Just come and set me free baby and I'll be with you

I'm a genie in a bottle baby, you gotta rub me the right way honey
I'm a genie in a bottle baby, come, come, come on and let me out

I'm a genie in a bottle baby, you gotta rub me the right way honey
  (If you wanna be with me)
I'm a genie in a bottle baby, come, come, come on and let me out

My body is saying let's go
But my heart is saying no, no

If you wanna be with me, baby there's a price to pay
I'm a genie in a bottle, you gotta rub me the right way
  (I'm a genie in a bottle)
If you wanna be with me, I can make your wish come true
You gotta make a big impression, I gotta like what you do

If you wanna be with me, baby there's a price to pay
I'm a genie in a bottle, you gotta rub me the right way
  (You gotta rub me the right way)
If you wanna be with me, I can make your wish come true
Just come and set me free baby and I'll be with you

I'm a genie in a bottle baby, come, come, come, on and let me out"
56,Everything But The Girl,Missing,1996,"I step off the train
I'm walking down your street again
And past your door, but you don't live there anymore
It's years since you've been there
Now you've disappeared somewhere, like outer space
You've found some better place

And I miss you, like the deserts miss the rain
And I miss you, like the deserts miss the rain

Could you be dead?
You always were two steps ahead, of everyone
We'd walk behind while you would run
I look up at your house
And I can almost hear you shout down to me
Where I always used to be

And I miss you, like the deserts miss the rain
And I miss you, like the deserts miss the rain

Back on the train, I ask why did I come again?
Can I confess, I've been hanging round your old address?
And the years have proved
To offer, nothing since you've moved
You're long gone, but I can't move on

And I miss you, like the deserts miss the rain
And I miss you, like the deserts miss the rain
And I miss you

I step off the train
I'm walking down your street again
And past your door, I guess you don't live there anymore
It's years since you've been there
Now you've disappeared somewhere, like outer space
You've found some better place

And I miss you,
And I miss you,
You found some better place

And I miss you, like the deserts miss the rain
And I miss you, yeah, like the deserts miss the rain
And I miss you, and I miss you
Like the deserts miss the rain
And I miss you, yeah, like the deserts miss the rain
The deserts miss the rain
Like the deserts miss the rain
Like the deserts miss the rain,
Like the deserts miss the rain
And I miss you, yeah, like the deserts miss the rain"
57,Shaggy,Boombastic,1995,"Mr. Lover, Mr. Lover, Mr. Lover
Uh, uh, well, sugar here's another one and another day

Move to this, let me see you jump and twist
Pump your fist â€~cause you know it's hard to resist
As long you know you're rollin' with the love specialist
Feel the pow, let me put the groove in your hips

The night is young, so let's go roll with the fun
You got some gum, check it out, gimme some
â€~Cause I'm about to play an old girl like a drum
She shack attack, poor soul settle down

Girl, what you gon' do with all that body?
(Shake it up all night)
Careful with that thing before you hurt somebody
(Tell me what you like)
Do it, baby

Let's dance, let's shout
(Shout)
Shake your body down to the ground
Let's dance, let's shout
(Shout)
Shake your body down to the ground

Let's dance, let's shout
(Shout)
Shake your body down to the ground
Let's dance, let's shout
(Shout)
Shake your body down to the ground

Gotta holla' to my fellas who be hangin' by the bathroom door
Waitin' for the honeys dance in the dance floor
Push up and get the niggas y'all ready for the score
Now who's the dog? You're the one that sung hardcore

Come on I gotta take this part to a new high
Keep it tight, ain't got no time no fight
You wanna be a player, better know to do it right
Kissin' all the honeys under the disco light

Girl, what you gon' do with all that body?
(Shake it up all night)
Careful with that thing before you hurt somebody
(Tell me what you like)
Let â€~em know

Let's dance, let's shout
(Shout)
Shake your body down to the ground
Let's dance, let's shout
(Shout)
Shake your body down to the ground

Let's dance, let's shout
(Shout)
Shake your body down to the ground
Let's dance, let's shout
(Shout)
Shake your body down to the ground
Let's dance

Take you where there's all night action
Dancin' to the beat with a passion
Mr. Lover party's happenin'
Doin' anything you imagine

I'll take you where there's all night action
Dancin' to the beat with a passion
Mr. Lover party's happenin'
Doin' anything you imagine

Let's dance, let's shout
(Shout)
Shake your body down to the ground
Let's dance, let's shout
(Shout)
Shake your body down to the ground

Let's dance, let's shout
(Shout)
Shake your body down to the ground
Let's dance, let's shout
(Shout)
Shake your body down to the ground

So baby-baby, let me see you move your body on the dance hall floor
Gotta one, just jigga, shake it up, gimme more
Jerk chicken on the grill, so make the champagne pour
Girl, don't be a drag, I might show you the door
(What?)

I like to see bodies take and shake
Dressed in lace, uh, and a perfect shape
Girls local and out of state
I got a couple of them and I'm gettin' ready to mate

Cassandra, let's shake
(Shout)
Shake your body down to the ground
Michelle, let's shake
(Shout)
Shake your body down to the ground

I want Theresa to shake
(Shout)
Shake your body down to the ground
Lisa to shake
(Shout)
Shake your body down to the ground

Let's dance, let's shout
(Shout)
Shake your body down to the ground
Let's dance, let's shout
(Shout)
Shake your body down to the ground

Let's dance, let's shout
(Shout)
Shake your body down to the ground
Let's dance, let's shout
(Shout)
Shake your body down to the ground

Let's dance, let's shout
(Shout)
Shake your body down to the ground
Let's dance, let's shout
(Shout)
Shake your body down to the ground

Let's dance, let's shout
(Shout)
Shake your body down to the ground
Let's dance, let's shout
(Shout)
Shake your body down to the ground"
58,Madonna,Frozen,1998,"You only see what your eyes want to see
How can life be what you want it to be
You're frozen when your heart's not open

You're so consumed with how much you get
You waste your time with hate and regret
You're broken when your heart's not open

Mmm, mmm, if I could melt your heart
Mmm, mmm, we'd never be apart
Mmm, mmm, give yourself to me
Mmm, mmm, you hold the key

Now there's no point in placing the blame
And you should know I suffer the same
If I lose you my heart will be broken

Love is a bird, she needs to fly
Let all the hurt inside of you die
You're frozen when your heart's not open

Mmm, mmm, if I could melt your heart
Mmm, mmm, we'd never be apart
Mmm, mmm, give yourself to me
Mmm, mmm, you hold the key

You only see what your eyes want to see
How can life be what you want it to be
You're frozen when your heart's not open

Mmm, mmm, if I could melt your heart
Mmm, mmm, we'd never be apart
Mmm, mmm, give yourself to me
Mmm, mmm, you hold the key

Mmm, mmm, if I could melt your heart
Mmm, mmm, we'd never be apart
Mmm, mmm, give yourself to me
Mmm, mmm, you hold the key
If I could melt your heart"
59,Chumbawamba,Tubthumping,1997,"We'll be singing, when we're winning
We'll be singing

I get knocked down but I get up again
You're never going to keep me down
I get knocked down but I get up again
You're never going to keep me down
I get knocked down but I get up again
You're never going to keep me down
I get knocked down but I get up again
You're never going to keep me down

Pissing the night away, pissing the night away

He drinks a whiskey drink, he drinks a vodka drink
He drinks a lager drink, he drinks a cider drink
He sings the songs that remind him of the good times
He sings the songs that remind him of the better times

Oh Danny boy, Danny boy, Danny boy

I get knocked down but I get up again
You're never going to keep me down
I get knocked down but I get up again
You're never going to keep me down
I get knocked down but I get up again
You're never going to keep me down
I get knocked down but I get up again
You're never going to keep me down

Pissing the night away, pissing the night away

He drinks a whiskey drink, he drinks a vodka drink
He drinks a lager drink, he drinks a cider drink
He sings the songs that remind him of the good times
He sings the songs that remind him of the better times

Don't cry for me next door neighbor

I get knocked down but I get up again
You're never going to keep me down
I get knocked down but I get up again
You're never going to keep me down
I get knocked down but I get up again
You're never going to keep me down
I get knocked down but I get up again
You're never going to keep me down

I get knocked down but I get up again
  (We'll be singing when we're winning)
You're never going to keep me down
  (We'll be singing)
..."
60,Four Non Blondes,What's Up?,1993,We do not have the lyrics for What's Up (Karaoke Version) [In the Style of Four Non Blondes] yet.
61,Janet Jackson,That's the Way Love Goes,1993,"Like a moth to a flame
Burned by the fire
My love is blind
Can't you see my desire?
That's the way love goes

Like a moth to a flame
Burned by the fire
My love is blind
Can't you see my desire?

Like a moth to a flame
Burned by the fire
My love is blind
Can't you see my desire
That's the way love goes
Like a moth to a flame
Burned by the fire
That's the way love goes
My love is blind
Can't you see my desire?

Come with me
Don't you worry
I'm gonna make you crazy
I'll give you the time of your life

I'm gonna take you places
You've never been before and
You'll be so happy that you came

Oooooh, I'm gonna take you there
Oo-ooh hoo-ooh oo-ooh
That's the way love goes
Hoo
That's the way love goes
That's the way love goes
That's the way love goes

Don't mind if I light candles
I like to watch us play and
Baby, I've got on what you like

Come closer
Baby closer
Reach out and feel my body
I'm gonna give you all my love
Ooh sugar don't you hurry
You've got me here all night
Just close your eyes and hold on tight

Ooh baby
Don't stop, don't stop
Go deeper
Baby deeper
You feel so good I'm gonna cry

Oooooh I'm gonna take your there
Oo-ooh hoo-ooh oo-ooh
That's the way love goes
Hoo
That's the way love goes
That's the way love goes it goes it goes
Oooh that's the way love goes
Reach out and feel my body
That's the way love goes
Dontcha know
That's the way

Like a moth to a flame
Burned by the fire
My love is blind
Can't you see my desire
Like a moth to a flame
Burned by the fire My love is blind
Can't you see my desire?
That's the way love goes"
62,Culture Beat,Mr Vain,1993,"Call him Mr. Raider call him Mr. Wrong
Call him Mr. Vain
Call him Mr. Raider call him Mr. Wrong
Call him insane
He'd say: I know what I want
and I want it now
I want you cause I'm Mr. Vain
I know what I want and I want it now
I want you cause I'm Mr. Vain

Call me Raider call me Wrong
Call me insane call me Mr. Vain
Call me what you like
As long as you call me time and again
Feel the presence of the aura
of the man none to compare
Loveless dying
For a chance just to touch a hand
or a moment to share
Can't deny the urge that makes them
want to lose themselves to the debonair one
Hold me back the simple fact is
that i'm all that and i'm always near
one sexy can't perplex me now
You know who's raw
as if you didn't know before
I know what I want and I want it now
I want you and then I want a little more

Call him Mr. Raider call him Mr. Wrong
Call him Mr. Vain
Call him Mr. Raider call him Mr. Wrong
Call him insane
He'd say: I know what I want
and I want it now
I want you cause I'm Mr. Vain
I know what I want and I want it now
I want you cause I'm Mr. Vain

Girls are all over the world
they hope and pray and die for men
Like me cause I'm the one
begotten son that breaks the mould
Get a look at male epitome
Style has never seen
That makes you want to grab and hold
and squeeze real tight
Whose gonna be the one to save
you from yourself
When you wanna take a bite
please oh baby please
You beg you want you say
You got to get some caught
Up in the charm that I laid on thick
And now there's nowhere
to run
just another fish to fit the
worm on the hook of my line
Yeah I keep many females
longing for a chance to win my heart
with S E X and plenty"
63,Seal,Kiss From a Rose,1995,"There used to be a greying tower alone on the sea
You became the light on the dark side of me
Love remained a drug that's the high and not the pill
But did you know that when it snows
My eyes become large and the light that you shine can be seen

Baby, I have compare you to a kiss from a rose on a grey
Ooh, more I get of you stranger it feels, yeah
And now that your rose is in bloom
A light hits the gloom on the grey

There is so much a man can tell you, so much he can say
You remain, my power, my pleasure, my pain, baby
To me you're like a grown addiction that I can't deny
Won't you tell me is that healthy, baby?
But did you know that when it snows
My eyes become large and the light that you shine can be seen

Baby, I have compare you to a kiss from a rose on the grey
Ooh, the more I get of you stranger it feels, yeah
And now that your rose is in bloom
A light hits the gloom on the grey

I've been kissed by a rose on the grey
I've been kissed by a rose
I've been kissed by a rose on the grey
I've been kissed by a rose on the grey

There is so much a man can tell you, so much he can say
You remain, my power, my pleasure, my pain
To me you're like a grown addiction that I can't deny
Won't you tell me is that healthy, baby?
But did you know that when it snows
My eyes become large and the light that you shine can be seen

Baby, I have compare you to a kiss from a rose on the grey
Ooh, the more I get of you stranger it feels, yeah
And now that your rose is in bloom
A light hits the gloom on the grey

Yes, I have compare you to a kiss from a rose on the grey
Ooh, the more I get of you stranger it feels, yeah
And now that your rose is in bloom
A light hits the gloom on the grey

Now that your rose is in bloom
A light hits the gloom on the grey"
64,Bon Jovi,Always,1994,"This Romeo is bleedin'
But you can't see his blood
It's nothing but some feelings
That this old dog kicked up

It's been rainin' since you left me
Now I'm drownin' in the flood
You see I've always been a fighter
But without you I'll give up

I can't sing a love song
Like the way it's meant to be
I guess I'm not that good anymore
But that's just me

I will love you baby
Always
And I'll be there forever and a day
Always

Now your pictures that you left behind
Are just memories of a different life
Some that made us laugh, some made us cry
One that made you have to say goodbye

What I'd give to run my fingers through your hair
Touch your lips and hold you near
When you say your prayers understand
I've made mistakes, I'm just a man

When he holds you close, he pulls you near
When he says the words you've been needin' to hear
I wish I was him with these words of mine
To say to you till the end of time

That I will love you baby
Always
And I'll be there forever and a day
Always

If you told me to cry for you, I could
If you told me to die for you, I would
Take a look at my face
There's no price I won't pay
To say these words to you

I will love you baby
Always
And I'll be there forever and a day
Always

I'll be there till the stars don't shine
Till the heavens burst and words don't rhyme
And I know when I die you'll be on my mind
And I'll love you always"
