words	tf-idf
sugar	4.44853385734
stop	4.4188406078
da	4.41667095918
silly	4.41242247306
hot	4.40926546266
alive	4.38860391688
ca	4.36944785247
ring	4.30186449157
ah	4.27907274563
time	4.27666611902
heart	4.27666611902
sat	4.2105210934
musik	4.19972830641
wore	4.19972830641
ton	4.19972830641
joker	4.19972830641
meal	4.19972830641
recall	4.19972830641
ding	4.19972830641
frightening	4.19972830641
oak	4.19972830641
gon	4.18965474203
vain	4.09139163427
daddy	4.04955639031
man	4.04305126783
good	4.04305126783
singing	4.03128160884
feel	3.98898404656
dig	3.9848145538
drag	3.9848145538
spirit	3.9848145538
american	3.9848145538
pie	3.9848145538
asks	3.94898914207
seasons	3.94898914207
life	3.93182563272
long	3.93182563272
song	3.91202300543
answer	3.8986154582
cries	3.8986154582
give	3.89182029811
woman	3.8351595304
day	3.82864139649
kisses	3.75426063917
die	3.73766961828
pardon	3.72892958369
promised	3.72892958369
weather	3.72892958369
yellow	3.72022459817
wo	3.68887945411
make	3.68887945411
world	3.66356164613
back	3.66356164613
frightenin	3.62826056754
trapping	3.62826056754
recommend	3.62826056754
dreamer	3.62826056754
borne	3.62826056754
cutest	3.62826056754
stomping	3.62826056754
rat	3.62826056754
phase	3.62826056754
trusted	3.62826056754
hopping	3.62826056754
hap	3.62826056754
melting	3.62826056754
54	3.62826056754
emil	3.62826056754
toad	3.62826056754
dialed	3.62826056754
savoy	3.62826056754
petrified	3.62826056754
coats	3.62826056754
learnin	3.62826056754
skinned	3.62826056754
peaches	3.62826056754
shoo	3.62826056754
bopping	3.62826056754
captivity	3.62826056754
skimming	3.62826056754
penthouse	3.62826056754
passionate	3.62826056754
coolin	3.62826056754
doobie	3.62826056754
meditation	3.62826056754
milkshake	3.62826056754
controlling	3.62826056754
shoobie	3.62826056754
jolly	3.62826056754
dong	3.62826056754
depended	3.62826056754
conventionality	3.62826056754
plough	3.62826056754
howl	3.62826056754
acceptable	3.62826056754
scaramouche	3.62826056754
stiff	3.62826056754
melancholy	3.62826056754
philosophy	3.62826056754
horny	3.62826056754
society	3.62826056754
soothing	3.62826056754
sprinkled	3.62826056754
satan	3.62826056754
instant	3.62826056754
yearnin	3.62826056754
fishing	3.62826056754
miner	3.62826056754
francoise	3.62826056754
owl	3.62826056754
hotcake	3.62826056754
misty	3.62826056754
wing	3.6174490637
bind	3.6174490637
stream	3.6174490637
sweetness	3.6174490637
hallway	3.6174490637
smiles	3.6174490637
mia	3.6174490637
young	3.61091791264
killing	3.60147154961
find	3.58351893846
stay	3.58351893846
raindrops	3.54715738926
matters	3.54715738926
sensation	3.54715738926
shines	3.54715738926
letter	3.52080058343
una	3.52080058343
poor	3.52080058343
rock	3.5128952207
wan	3.49650756147
light	3.49650756147
desire	3.47980252574
died	3.47980252574
brown	3.4788045594
mister	3.4788045594
mountain	3.4788045594
woo	3.4788045594
goodbye	3.46585150336
ooh	3.43398720449
la	3.43398720449
coffee	3.43353206463
regret	3.43353206463
imagine	3.43353206463
boys	3.41671628016
eyes	3.40119738166
sweet	3.40119738166
home	3.40119738166
goin	3.40119738166
whoa	3.36729582999
times	3.36729582999
ai	3.36729582999
lay	3.36529489169
sun	3.33220451018
rocking	3.31962319261
shadow	3.31233414011
lovin	3.31233414011
feeling	3.295836866
music	3.295836866
girl	3.295836866
show	3.295836866
motion	3.2947122825
fools	3.2947122825
mmm	3.2947122825
people	3.25809653802
place	3.25809653802
fool	3.25466658833
dry	3.25316443479
sir	3.25316443479
sea	3.22794595427
leave	3.21887582487
lady	3.21887582487
hey	3.21887582487
dancing	3.21887582487
mind	3.17805383035
live	3.17805383035
deep	3.17805383035
tree	3.14167356429
whiskey	3.14167356429
nothin	3.14167356429
fallin	3.14167356429
drinking	3.14167356429
le	3.14167356429
searching	3.14167356429
run	3.13549421593
living	3.13549421593
rose	3.12385950195
bird	3.12385950195
talkin	3.12385950195
hard	3.09104245336
face	3.09104245336
words	3.09104245336
ceiling	3.08415095512
decided	3.08415095512
california	3.08415095512
highway	3.08415095512
hotel	3.08415095512
brick	3.08415095512
groove	3.08415095512
meaning	3.08415095512
hits	3.08415095512
pressure	3.08415095512
save	3.06471009972
shakin	3.0553550707
speaking	3.0553550707
rich	3.0553550707
join	3.0553550707
oo	3.0553550707
suitcase	3.0553550707
gave	3.04452243772
happy	3.04452243772
word	3.04452243772
sky	3.04452243772
rain	3.03939754431
carry	3.03939754431
sang	3.03371249357
thing	2.99573227355
wrong	2.99573227355
cool	2.99573227355
till	2.99573227355
beautiful	2.99573227355
made	2.99573227355
cat	2.98091953028
pop	2.98091953028
arms	2.94443897917
hear	2.94443897917
touch	2.94443897917
ta	2.94443897917
miss	2.94443897917
cry	2.94443897917
shine	2.94443897917
thunder	2.93993091474
power	2.93993091474
guns	2.93993091474
belong	2.93993091474
rivers	2.93993091474
clown	2.93993091474
hang	2.93297013965
gim	2.93297013965
share	2.93297013965
harder	2.93297013965
stars	2.91710977071
head	2.8903717579
friend	2.8903717579
morning	2.8903717579
fun	2.8903717579
high	2.8903717579
marching	2.86676055712
nicht	2.86676055712
total	2.86676055712
eternal	2.86676055712
thy	2.86676055712
defeated	2.86676055712
belongs	2.86676055712
bolt	2.86676055712
fought	2.86676055712
howling	2.86676055712
tin	2.86676055712
souls	2.86676055712
ended	2.86676055712
card	2.86676055712
tambourine	2.86676055712
swayin	2.86676055712
yoo	2.86676055712
plant	2.86676055712
master	2.86676055712
cleaned	2.86676055712
seventeen	2.86676055712
create	2.86676055712
dropping	2.86676055712
starlight	2.86676055712
spine	2.86676055712
motor	2.86676055712
ties	2.86676055712
shelf	2.86676055712
dishes	2.86676055712
chained	2.86676055712
worryin	2.86676055712
mama	2.8351937444
reach	2.8351937444
sing	2.8351937444
walk	2.83321334406
door	2.83321334406
anymore	2.83321334406
lose	2.83321334406
warm	2.82112623698
beg	2.82112623698
rolling	2.81639210785
girls	2.77258872224
tonight	2.77258872224
nights	2.77258872224
kicked	2.72501526372
holdin	2.72501526372
taught	2.72501526372
sunshine	2.72501526372
miscellaneous	2.72501526372
sunday	2.72501526372
friday	2.72501526372
grew	2.72501526372
questions	2.72501526372
mountains	2.72501526372
race	2.72501526372
plain	2.72501526372
singin	2.72501526372
biggest	2.72501526372
honey	2.7080502011
bad	2.7080502011
dreams	2.7080502011
dance	2.7080502011
loving	2.7080502011
soul	2.7080502011
turn	2.7080502011
knew	2.7080502011
inside	2.7080502011
alright	2.7080502011
forget	2.7080502011
close	2.7080502011
stole	2.70703611774
birds	2.70703611774
blues	2.70703611774
cried	2.70703611774
wine	2.68752107256
walked	2.68752107256
younger	2.65654303586
settle	2.65654303586
funky	2.65654303586
spring	2.65654303586
candle	2.65654303586
karma	2.65654303586
crazy	2.65053875523
taking	2.65053875523
bridge	2.63996754238
hold	2.63905732962
end	2.63905732962
free	2.63905732962
boy	2.63905732962
heard	2.63905732962
remember	2.63905732962
cold	2.63905732962
late	2.63905732962
gold	2.63905732962
things	2.56494935746
floor	2.56494935746
real	2.56494935746
feet	2.56494935746
play	2.56494935746
fire	2.56494935746
dark	2.56494935746
lover	2.56494935746
chance	2.56494935746
child	2.54518664574
thinkin	2.54518664574
body	2.54518664574
fighting	2.54518664574
summer	2.54345551204
part	2.54345551204
sight	2.54345551204
means	2.54345551204
hide	2.48490664979
call	2.48490664979
mine	2.48490664979
felt	2.48490664979
pain	2.48490664979
moon	2.48490664979
start	2.48490664979
loved	2.48490664979
relax	2.43158003797
band	2.43158003797
explain	2.43158003797
evening	2.43158003797
spent	2.43158003797
key	2.43158003797
men	2.43083517747
hour	2.43083517747
knowing	2.43083517747
climb	2.43083517747
whisper	2.43083517747
doin	2.42872529182
mother	2.42872529182
finally	2.42872529182
fly	2.42872529182
telling	2.42872529182
woods	2.42131160672
climbed	2.42131160672
greet	2.42131160672
foolin	2.42131160672
heights	2.42131160672
john	2.42131160672
dogs	2.42131160672
hills	2.42131160672
hat	2.42131160672
grooving	2.42131160672
stretch	2.42131160672
hummin	2.42131160672
papa	2.42131160672
hunting	2.42131160672
numbers	2.42131160672
youit	2.42131160672
threat	2.42131160672
smiled	2.42131160672
outer	2.42131160672
bother	2.42131160672
endless	2.42131160672
deliver	2.42131160672
helped	2.42131160672
partner	2.42131160672
players	2.42131160672
command	2.42131160672
distant	2.42131160672
paul	2.42131160672
swimming	2.42131160672
wind	2.3978952728
air	2.3978952728
wait	2.3978952728
fall	2.3978952728
pretty	2.3978952728
waiting	2.3978952728
babe	2.3978952728
meet	2.3978952728
kiss	2.3978952728
friends	2.3978952728
kids	2.38012745025
sad	2.38012745025
taste	2.38012745025
fact	2.38012745025
dreamed	2.34720038896
turnin	2.34720038896
asked	2.34720038896
aye	2.34720038896
laughing	2.34720038896
breakin	2.34720038896
gas	2.34720038896
understood	2.34720038896
ba	2.34720038896
summertime	2.34720038896
scene	2.34720038896
drank	2.34720038896
blue	2.30258509299
told	2.30258509299
break	2.30258509299
queen	2.30258509299
easy	2.30258509299
talk	2.30258509299
forever	2.30258509299
smile	2.30258509299
heaven	2.30258509299
put	2.30258509299
line	2.30258509299
guy	2.29853257479
drove	2.29853257479
fill	2.29853257479
eye	2.29853257479
darling	2.29853257479
set	2.29853257479
women	2.29853257479
mansion	2.28917754577
lovewinding	2.28917754577
fernandostrumming	2.28917754577
guiding	2.28917754577
parted	2.28917754577
aroundinstant	2.28917754577
naive	2.28917754577
candlestick	2.28917754577
temperatures	2.28917754577
youooh	2.28917754577
helter	2.28917754577
shree	2.28917754577
aching	2.28917754577
homeooh	2.28917754577
namah	2.28917754577
woodyou	2.28917754577
schoolin	2.28917754577
frantically	2.28917754577
dieses	2.28917754577
basunday	2.28917754577
rang	2.28917754577
beimagine	2.28917754577
rewritten	2.28917754577
blitzyou	2.28917754577
babylovely	2.28917754577
handkerchief	2.28917754577
ponder	2.28917754577
1969	2.28917754577
1963	2.28917754577
realy	2.28917754577
reputation	2.28917754577
boyfriends	2.28917754577
blotting	2.28917754577
borrowed	2.28917754577
tasmayi	2.28917754577
postmangeorge	2.28917754577
runi	2.28917754577
sharonaif	2.28917754577
unfold	2.28917754577
beelzebub	2.28917754577
received	2.28917754577
goddess	2.28917754577
welcomeshe	2.28917754577
yodel	2.28917754577
bible	2.28917754577
shimmering	2.28917754577
carnation	2.28917754577
sidelines	2.28917754577
superstitious	2.28917754577
practiced	2.28917754577
godo	2.28917754577
haa	2.28917754577
lifethere	2.28917754577
brandnew	2.28917754577
groundonce	2.28917754577
captive	2.28917754577
helpin	2.28917754577
skelter	2.28917754577
adorable	2.28917754577
starring	2.28917754577
parabrahma	2.28917754577
plug	2.28917754577
songlynn	2.28917754577
reasoncarpenters	2.28917754577
swelter	2.28917754577
anderson	2.28917754577
leider	2.28917754577
mindat	2.28917754577
attached	2.28917754577
bounds	2.28917754577
temper	2.28917754577
magnifico	2.28917754577
yacht	2.28917754577
gown	2.28917754577
passage	2.28917754577
carpenters	2.28917754577
goldwell	2.28917754577
dim	2.28917754577
colitas	2.28917754577
blowsangie	2.28917754577
superstition	2.28917754577
lolaoh	2.28917754577
fbi	2.28917754577
market	2.28917754577
andy	2.28917754577
gepasst	2.28917754577
avoiding	2.28917754577
mirrors	2.28917754577
craze	2.28917754577
foul	2.28917754577
pine	2.28917754577
nowshaft	2.28917754577
revealed	2.28917754577
devo	2.28917754577
thorny	2.28917754577
blooded	2.28917754577
cola	2.28917754577
waterloocan	2.28917754577
broncin	2.28917754577
quartet	2.28917754577
raises	2.28917754577
redwood	2.28917754577
showi	2.28917754577
tidbits	2.28917754577
obligation	2.28917754577
bluish	2.28917754577
yeahmister	2.28917754577
schafft	2.28917754577
bits	2.28917754577
adjourned	2.28917754577
starfish	2.28917754577
infiltrate	2.28917754577
sailing	2.28917754577
silhouetto	2.28917754577
einzubringen	2.28917754577
triedin	2.28917754577
soho	2.28917754577
slaver	2.28917754577
yield	2.28917754577
commodores	2.28917754577
weapons	2.28917754577
moreout	2.28917754577
goodbyejeremiah	2.28917754577
spare	2.28917754577
helpwhere	2.28917754577
saratoga	2.28917754577
dues	2.28917754577
underworld	2.28917754577
jerks	2.28917754577
marx	2.28917754577
robbed	2.28917754577
chinatown	2.28917754577
squeezed	2.28917754577
roadmemories	2.28917754577
thrills	2.28917754577
misunderstand	2.28917754577
suncracklin	2.28917754577
thunderbolt	2.28917754577
oneis	2.28917754577
sinned	2.28917754577
harrison	2.28917754577
dipped	2.28917754577
zeile	2.28917754577
ribbons	2.28917754577
muddled	2.28917754577
widowed	2.28917754577
strictly	2.28917754577
survivea	2.28917754577
nearest	2.28917754577
heather	2.28917754577
sakshaat	2.28917754577
brotherhood	2.28917754577
mourner	2.28917754577
platter	2.28917754577
fallout	2.28917754577
dish	2.28917754577
hitchin	2.28917754577
landslide	2.28917754577
requiring	2.28917754577
rican	2.28917754577
mesittin	2.28917754577
scotia	2.28917754577
itah	2.28917754577
queenyoung	2.28917754577
pompatus	2.28917754577
childyou	2.28917754577
guruve	2.28917754577
wiley	2.28917754577
coax	2.28917754577
grande	2.28917754577
committed	2.28917754577
stealin	2.28917754577
highlighted	2.28917754577
possessions	2.28917754577
tiffany	2.28917754577
hooray	2.28917754577
douglas	2.28917754577
fehlt	2.28917754577
thrown	2.28917754577
cheering	2.28917754577
aaa	2.28917754577
bride	2.28917754577
adrift	2.28917754577
enoughinstrumentallove	2.28917754577
lit	2.28917754577
homegoodbye	2.28917754577
bulletin	2.28917754577
obligations	2.28917754577
booze	2.28917754577
maurice	2.28917754577
daysi	2.28917754577
rite	2.28917754577
begeorge	2.28917754577
alot	2.28917754577
flier	2.28917754577
steely	2.28917754577
sammy	2.28917754577
buck	2.28917754577
programm	2.28917754577
expressions	2.28917754577
apear	2.28917754577
corridor	2.28917754577
mongrels	2.28917754577
itare	2.28917754577
trance	2.28917754577
nowherewake	2.28917754577
coolso	2.28917754577
lenin	2.28917754577
valleys	2.28917754577
lark	2.28917754577
refused	2.28917754577
cannons	2.28917754577
frightful	2.28917754577
occupy	2.28917754577
apricot	2.28917754577
cotton	2.28917754577
required	2.28917754577
summit	2.28917754577
gardenson	2.28917754577
masculine	2.28917754577
mesmerizing	2.28917754577
verdict	2.28917754577
dieder	2.28917754577
sacrificial	2.28917754577
believes	2.28917754577
denyin	2.28917754577
gathered	2.28917754577
bewhen	2.28917754577
strategically	2.28917754577
diewoman	2.28917754577
tap	2.28917754577
sie	2.28917754577
waters	2.28917754577
championsthough	2.28917754577
sedaka	2.28917754577
thigh	2.28917754577
embers	2.28917754577
brahma	2.28917754577
glen	2.28917754577
puerto	2.28917754577
courtroom	2.28917754577
sniffing	2.28917754577
inhibitions	2.28917754577
activate	2.28917754577
programmed	2.28917754577
sergeants	2.28917754577
wander	2.28917754577
rites	2.28917754577
greedy	2.28917754577
timei	2.28917754577
scarf	2.28917754577
vishnu	2.28917754577
painful	2.28917754577
tonightpatrick	2.28917754577
maheshwara	2.28917754577
chambers	2.28917754577
trembling	2.28917754577
desireon	2.28917754577
droolin	2.28917754577
device	2.28917754577
firelight	2.28917754577
pickup	2.28917754577
watercolor	2.28917754577
neons	2.28917754577
moors	2.28917754577
facethree	2.28917754577
tent	2.28917754577
figaro	2.28917754577
coldwe	2.28917754577
minethere	2.28917754577
assure	2.28917754577
monstrosity	2.28917754577
yeahcarl	2.28917754577
hernandez	2.28917754577
kintyrei	2.28917754577
deer	2.28917754577
bestfreeze	2.28917754577
soget	2.28917754577
leap	2.28917754577
poets	2.28917754577
tonics	2.28917754577
reelin	2.28917754577
screamed	2.28917754577
synthesizer	2.28917754577
vainhere	2.28917754577
daystayed	2.28917754577
whoaa	2.28917754577
ini	2.28917754577
sharin	2.28917754577
meraindrops	2.28917754577
gavotte	2.28917754577
misheard	2.28917754577
hurt	2.19722457734
days	2.19722457734
left	2.19722457734
fast	2.19722457734
thinking	2.19722457734
town	2.19722457734
dream	2.19722457734
ya	2.19722457734
guess	2.19722457734
thought	2.19722457734
understand	2.19722457734
fingers	2.19157904029
mouth	2.19157904029
clouds	2.19157904029
memories	2.19157904029
livin	2.19157904029
dog	2.18348408962
escape	2.18348408962
check	2.18348408962
brother	2.18348408962
grow	2.18348408962
king	2.18348408962
drums	2.18348408962
bend	2.18348408962
surely	2.18348408962
fate	2.18348408962
freedom	2.18348408962
called	2.15093224578
machine	2.1052605467
mend	2.1052605467
sail	2.1052605467
growing	2.1052605467
cute	2.1052605467
ahh	2.1052605467
killed	2.1052605467
begun	2.1052605467
saving	2.1052605467
burnin	2.1052605467
mary	2.1052605467
sellin	2.1052605467
anytime	2.1052605467
stopped	2.1052605467
electric	2.1052605467
meeting	2.1052605467
flows	2.1052605467
praying	2.1052605467
mighty	2.1052605467
rainbow	2.1052605467
desert	2.1052605467
rhyme	2.1052605467
video	2.1052605467
chicago	2.1052605467
danger	2.1052605467
enjoy	2.09444904286
wife	2.09444904286
learned	2.09444904286
park	2.09444904286
waitin	2.09444904286
champagne	2.09444904286
someday	2.09444904286
won	2.09444904286
book	2.09444904286
side	2.07944154168
hand	2.07944154168
water	2.07944154168
years	2.07944154168
care	2.07944154168
strong	2.07944154168
reason	2.07944154168
fine	2.07944154168
game	2.07944154168
standing	2.07944154168
hands	2.07944154168
bring	2.07944154168
tight	2.07944154168
street	1.98054017084
lookin	1.98054017084
black	1.98054017084
space	1.98054017084
shows	1.98054017084
lie	1.98054017084
land	1.98054017084
promise	1.98054017084
shining	1.96857360383
listen	1.96857360383
earth	1.96857360383
songs	1.96857360383
guitar	1.96857360383
lives	1.96857360383
handle	1.96857360383
kick	1.96857360383
matter	1.94591014906
true	1.94591014906
holding	1.94591014906
minute	1.94591014906
today	1.94591014906
tomorrow	1.94591014906
city	1.94591014906
turned	1.94591014906
bright	1.94591014906
tears	1.94591014906
worry	1.94591014906
bit	1.94591014906
started	1.94591014906
bet	1.94591014906
drink	1.94591014906
jack	1.88075082465
news	1.88075082465
tune	1.88075082465
huh	1.88075082465
corner	1.88075082465
stone	1.88075082465
calls	1.88075082465
follow	1.88075082465
refuse	1.88075082465
special	1.88075082465
grab	1.88075082465
bus	1.88075082465
repeat	1.88075082465
fantasy	1.86011229909
showed	1.86011229909
human	1.86011229909
ease	1.86011229909
steps	1.86011229909
crystal	1.86011229909
pink	1.86011229909
falls	1.86011229909
breeze	1.86011229909
speed	1.86011229909
lets	1.86011229909
listening	1.86011229909
mood	1.86011229909
jesus	1.86011229909
stones	1.86011229909
sold	1.86011229909
person	1.86011229909
lasts	1.86011229909
plenty	1.86011229909
wicked	1.86011229909
crossed	1.86011229909
lock	1.86011229909
pieces	1.86011229909
ow	1.86011229909
chasing	1.86011229909
standin	1.86011229909
flew	1.86011229909
happiness	1.86011229909
illusion	1.86011229909
hitch	1.80872453185
hypnotizing	1.80872453185
sorrows	1.80872453185
outro	1.80872453185
wars	1.80872453185
warn	1.80872453185
eclipse	1.80872453185
loosen	1.80872453185
returning	1.80872453185
swaying	1.80872453185
ganze	1.80872453185
gym	1.80872453185
orleans	1.80872453185
shuffling	1.80872453185
haunted	1.80872453185
countries	1.80872453185
appeared	1.80872453185
savin	1.80872453185
contact	1.80872453185
sentence	1.80872453185
sends	1.80872453185
doorstep	1.80872453185
confusing	1.80872453185
meanings	1.80872453185
cowboy	1.80872453185
despair	1.80872453185
prisoners	1.80872453185
waits	1.80872453185
nova	1.80872453185
spinnin	1.80872453185
warms	1.80872453185
brothers	1.80872453185
flushed	1.80872453185
chair	1.80872453185
milk	1.80872453185
suggestions	1.80872453185
teaser	1.80872453185
savior	1.80872453185
fandango	1.80872453185
jim	1.80872453185
possibilities	1.80872453185
clover	1.80872453185
scarred	1.80872453185
coulda	1.80872453185
spoken	1.80872453185
sheep	1.80872453185
knives	1.80872453185
title	1.80872453185
stain	1.80872453185
husband	1.80872453185
ignores	1.80872453185
laced	1.80872453185
repeating	1.80872453185
similar	1.80872453185
dedicate	1.80872453185
sinkin	1.80872453185
heartbreak	1.80872453185
amazed	1.80872453185
sixteen	1.80872453185
ahhhh	1.80872453185
twelve	1.80872453185
hectic	1.80872453185
central	1.80872453185
roar	1.80872453185
prepare	1.80872453185
clenched	1.80872453185
keepin	1.80872453185
chinese	1.80872453185
apartment	1.80872453185
napoleon	1.80872453185
disconnect	1.80872453185
hesitation	1.80872453185
greed	1.80872453185
creeps	1.80872453185
clapping	1.80872453185
pulls	1.80872453185
landed	1.80872453185
pushed	1.80872453185
september	1.80872453185
flaunt	1.80872453185
bows	1.80872453185
spy	1.80872453185
upstairs	1.80872453185
candlelight	1.80872453185
sympathy	1.80872453185
rifle	1.80872453185
yeahi	1.80872453185
banjo	1.80872453185
scattered	1.80872453185
unhappy	1.80872453185
adored	1.80872453185
simply	1.80872453185
pile	1.80872453185
loot	1.80872453185
pounding	1.80872453185
forgave	1.80872453185
stumbling	1.80872453185
wonderin	1.80872453185
amused	1.80872453185
kickin	1.80872453185
windy	1.80872453185
pleasing	1.80872453185
shivers	1.80872453185
nimble	1.80872453185
deserts	1.80872453185
stalks	1.80872453185
defeat	1.80872453185
frog	1.80872453185
deepest	1.80872453185
fooling	1.80872453185
farm	1.80872453185
abuse	1.80872453185
alibis	1.80872453185
february	1.80872453185
feast	1.80872453185
length	1.80872453185
mortal	1.80872453185
ancient	1.80872453185
travelled	1.80872453185
gently	1.80872453185
saddest	1.80872453185
selection	1.80872453185
listened	1.80872453185
courtyard	1.80872453185
weary	1.80872453185
doorway	1.80872453185
teasing	1.80872453185
sits	1.80872453185
inch	1.80872453185
add	1.80872453185
starry	1.80872453185
perpetual	1.80872453185
flickering	1.80872453185
replacement	1.80872453185
lear	1.80872453185
hier	1.80872453185
bugle	1.80872453185
eine	1.80872453185
stab	1.80872453185
wanted	1.79175946923
lonely	1.79175946923
running	1.79175946923
rest	1.79175946923
dirty	1.79175946923
learn	1.79175946923
hell	1.79175946923
kind	1.79175946923
big	1.79175946923
nice	1.79175946923
hope	1.79175946923
phone	1.77900912081
flow	1.77900912081
looked	1.77900912081
round	1.77900912081
year	1.77900912081
kill	1.77900912081
takes	1.77900912081
gun	1.77900912081
story	1.77900912081
ago	1.77900912081
fade	1.69563700803
silver	1.69563700803
scream	1.69563700803
son	1.69563700803
fake	1.69563700803
feelin	1.69563700803
blind	1.69563700803
believing	1.69563700803
throw	1.69563700803
runnin	1.69563700803
glad	1.69563700803
sexy	1.69563700803
higher	1.69563700803
moving	1.69563700803
send	1.69563700803
strange	1.69563700803
satisfied	1.6598115963
coast	1.6598115963
disco	1.6598115963
darlin	1.6598115963
voices	1.6598115963
ship	1.6598115963
spot	1.6598115963
es	1.6598115963
cryin	1.6598115963
expect	1.6598115963
watched	1.6598115963
darkness	1.6598115963
clock	1.6598115963
lovers	1.6598115963
store	1.6598115963
flame	1.6598115963
lane	1.6598115963
dad	1.6598115963
sorrow	1.6598115963
wise	1.6598115963
met	1.60943791243
loud	1.60943791243
spinning	1.60943791243
watch	1.60943791243
walking	1.60943791243
wake	1.60943791243
money	1.60943791243
read	1.60943791243
lot	1.60943791243
coming	1.60943791243
style	1.60943791243
found	1.60943791243
feels	1.60943791243
moment	1.60943791243
crying	1.60943791243
ride	1.60943791243
control	1.60943791243
red	1.60943791243
bed	1.60943791243
closer	1.60943791243
wall	1.60943791243
school	1.53235504986
comin	1.53235504986
lyrics	1.53235504986
voice	1.53235504986
hearts	1.53235504986
dead	1.53235504986
fell	1.53235504986
shoes	1.53235504986
shake	1.53235504986
window	1.53235504986
slow	1.53235504986
road	1.53235504986
held	1.53235504986
lying	1.53235504986
damn	1.53235504986
spend	1.53235504986
leaving	1.53235504986
york	1.53235504986
fear	1.53235504986
beat	1.53235504986
captain	1.52767753535
fists	1.52767753535
cruising	1.52767753535
wreck	1.52767753535
complicated	1.52767753535
eternally	1.52767753535
wink	1.52767753535
office	1.52767753535
weeks	1.52767753535
rainin	1.52767753535
rider	1.52767753535
lots	1.52767753535
confusion	1.52767753535
und	1.52767753535
humming	1.52767753535
board	1.52767753535
suppose	1.52767753535
delight	1.52767753535
hay	1.52767753535
prison	1.52767753535
dean	1.52767753535
dyin	1.52767753535
horizon	1.52767753535
cherish	1.52767753535
virgin	1.52767753535
wax	1.52767753535
layin	1.52767753535
prayed	1.52767753535
physical	1.52767753535
hangin	1.52767753535
talked	1.52767753535
teenage	1.52767753535
laughter	1.52767753535
december	1.52767753535
hides	1.52767753535
touching	1.52767753535
twilight	1.52767753535
possess	1.52767753535
shiver	1.52767753535
cops	1.52767753535
tastes	1.52767753535
pair	1.52767753535
sunset	1.52767753535
jokes	1.52767753535
formed	1.52767753535
weep	1.52767753535
breezy	1.52767753535
fuss	1.52767753535
fortune	1.52767753535
divine	1.52767753535
cared	1.52767753535
mick	1.52767753535
whistling	1.52767753535
pool	1.52767753535
returned	1.52767753535
billie	1.52767753535
flat	1.52767753535
remain	1.52767753535
sudden	1.52767753535
harm	1.52767753535
cloudy	1.52767753535
moss	1.52767753535
despise	1.52767753535
hip	1.52767753535
enemy	1.52767753535
lightnin	1.52767753535
afar	1.52767753535
patiently	1.52767753535
admire	1.52767753535
rio	1.52767753535
hated	1.52767753535
cue	1.52767753535
sittin	1.52767753535
collect	1.52767753535
bars	1.52767753535
forward	1.52767753535
